COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
MAKEMYTRIP LIMITED MAURITIUS	SHS	V5633W109	74	2979	SH		DFND	01, 02	2979	0	0
MAKEMYTRIP LIMITED MAURITIUS	SHS	V5633W109	12	500	SH	Call	DFND	01, 02	500	0	0
MAKEMYTRIP LIMITED MAURITIUS	SHS	V5633W109	188	7600	SH	Put	DFND	01, 02	7600	0	0
MALIBU BOATS INC 	COM CL A	56117J100	20	516	SH		DFND	01, 02	516	0	0
MALIBU BOATS INC	COM CL A	56117J100	16	400	SH	Call	DFND	01, 02	400	0	0
MALIBU BOATS INC	COM CL A	56117J100	221	5700	SH	Put	DFND	01, 02	5700	0	0
MALLINCKRODT PUB LTD CO 	SHS	G5785G107	107	11633	SH		DFND	01, 02	11633	0	0
MALLINCKRODT PUB LTD CO 	SHS	G5785G107	415	45200	SH	Put	DFND	01, 02	45200	0	0
MANCHESTER UTD PLC NEW 	ORD CL A	G5784H106	193	10665	SH		DFND	01, 02	10665	0	0
MANHATTAN ASSOCS INC 	COM	562750109	894	12900	SH	Call	DFND	01, 02	12900	0	0
MANPOWERGROUP INC 	COM	56418H100	3487	36100	SH	Call	DFND	01, 02	36100	0	0
MANPOWERGROUP INC 	COM	56418H100	3922	40600	SH	Put	DFND	01, 02	40600	0	0
MARATHON OIL CORP 	COM	565849106	1484	104429	SH		DFND	01, 02	104429	0	0
MARATHON OIL CORP 	COM	565849106	3318	233500	SH	Call	DFND	01, 02	233500	0	0
MARATHON OIL CORP 	COM	565849106	5226	367800	SH	Put	DFND	01, 02	367800	0	0
MARATHON PETE CORP 	COM	56585A102	21560	385820	SH		DFND	01, 02	385820	0	0
MARATHON PETE CORP 	COM	56585A102	8449	151200	SH	Call	DFND	01, 02	151200	0	0
MARATHON PETE CORP 	COM	56585A102	106	1900	SH	Put	DFND	01, 02	1900	0	0
MARCHEX INC 	CL B	56624R108	124	26415	SH		DFND	01, 02	26415	0	0
MARCUS CORP	COM	566330106	236	7167	SH		DFND	01, 02	7167	0	0
MARCUS CORP	COM	566330106	33	1000	SH	Call	DFND	01, 02	1000	0	0
MARKETAXESS HLDGS INC 	COM	57060D108	8518	26500	SH	Call	DFND	01, 02	26500	0	0
MARRIOTT INTL INC NEW 	CL A	571903202	4419	31500	SH	Call	DFND	01, 02	31500	0	0
MARRIOTT INTL INC NEW 	CL A	571903202	2918	20800	SH	Put	DFND	01, 02	20800	0	0
MARRIOTT VACTINS WORLDWID CO 	COM	57164Y107	996	10334	SH		DFND	01, 02	10334	0	0
MARRIOTT VACTINS WORLDWID CO 	COM	57164Y107	3615	37500	SH	Put	DFND	01, 02	37500	0	0
MARSH & MCLENNAN COS INC 	COM	571748102	3461	34700	SH	Call	DFND	01, 02	34700	0	0
MARTIN MARIETTA MATLS INC	COM	573284106	5016	21800	SH	Call	DFND	01, 02	21800	0	0
MARTIN MARIETTA MATLS INC 	COM	573284106	13646	59300	SH	Put	DFND	01, 02	59300	0	0
MARVELL TECHNOLOGY GROUP LTD 	ORD	G5876H105	4411	184800	SH	Call	DFND	01, 02	184800	0	0
MARVELL TECHNOLOGY GROUP LTD 	ORD	G5876H105	220	9200	SH	Put	DFND	01, 02	9200	0	0
MASCO CORP	COM	574599106	1820	46382	SH		DFND	01, 02	46382	0	0
MASCO CORP 	COM	574599106	141	3600	SH	Call	DFND	01, 02	3600	0	0
MASTEC INC 	COM	576323109	4756	92300	SH	Call	DFND	01, 02	92300	0	0
MASTEC INC 	COM	576323109	1195	23200	SH	Put	DFND	01, 02	23200	0	0
MASTERCARD INC 	CL A	57636Q104	1638	6194	SH		DFND	01, 02	6194	0	0
MASTERCARD INC 	CL A	57636Q104	24919	94200	SH	Call	DFND	01, 02	94200	0	0
MASTERCARD INC 	CL A	57636Q104	17697	66900	SH	Put	DFND	01, 02	66900	0	0
MASTERCRAFT BOAT HLDGS INC	COM	57637H103	24	1247	SH		DFND	01, 02	1247	0	0
MASTERCRAFT BOAT HLDGS INC 	COM	57637H103	149	7600	SH	Call	DFND	01, 02	7600	0	0
MASTERCRAFT BOAT HLDGS INC	COM	57637H103	202	10300	SH	Put	DFND	01, 02	10300	0	0
MATADOR RES CO 	COM	576485205	96	4805	SH		DFND	01, 02	4805	0	0
MATADOR RES CO 	COM	576485205	740	37200	SH	Call	DFND	01, 02	37200	0	0
MATADOR RES CO 	COM	576485205	1044	52500	SH	Put	DFND	01, 02	52500	0	0
MATCH GROUP INC 	COM	57665R106	2057	30580	SH		DFND	01, 02	30580	0	0
MATCH GROUP INC 	COM	57665R106	1614	24000	SH	Call	DFND	01, 02	24000	0	0
MATCH GROUP INC	COM	57665R106	5752	85500	SH	Put	DFND	01, 02	85500	0	0
MATERION CORP	COM	576690101	1254	18500	SH	Call	DFND	01, 02	18500	0	0
MATTEL INC 	COM	577081102	168	15000	SH	Call	DFND	01, 02	15000	0	0
MATTEL INC 	COM	577081102	85	7600	SH	Put	DFND	01, 02	7600	0	0
MATTHEWS INTL CORP 	CL A	577128101	214	6151	SH		DFND	01, 02	6151	0	0
MATTHEWS INTL CORP 	CL A	577128101	38	1100	SH	Call	DFND	01, 02	1100	0	0
MATTHEWS INTL CORP 	CL A	577128101	261	7500	SH	Put	DFND	01, 02	7500	0	0
MAXIM INTEGRATED PRODS INC 	COM	57772K101	143	2383	SH		DFND	01, 02	2383	0	0
MAXIM INTEGRATED PRODS INC 	COM	57772K101	502	8400	SH	Call	DFND	01, 02	8400	0	0
MAXIM INTEGRATED PRODS INC 	COM	57772K101	6	100	SH	Put	DFND	01, 02	100	0	0
MBIA INC 	COM	55262C100	307	32965	SH		DFND	01, 02	32965	0	0
MBIA INC 	COM	55262C100	167	17900	SH	Call	DFND	01, 02	17900	0	0
MBIA INC 	COM	55262C100	466	50000	SH	Put	DFND	01, 02	50000	0	0
MCCORMICK & CO INC 	COM NON VTG	579780206	1048	6761	SH		DFND	01, 02	6761	0	0
MCCORMICK & CO INC 	COM NON VTG	579780206	1550	10000	SH	Call	DFND	01, 02	10000	0	0
MCKESSON CORP 	COM	58155Q103	6876	51162	SH		DFND	01, 02	51162	0	0
MCKESSON CORP 	COM	58155Q103	3279	24400	SH	Call	DFND	01, 02	24400	0	0
MCKESSON CORP 	COM	58155Q103	16046	119400	SH	Put	DFND	01, 02	119400	0	0
MDU RES GROUP INC 	COM	552690109	531	20600	SH	Call	DFND	01, 02	20600	0	0
MEDICAL PPTYS TRUST INC 	COM	58463J304	7747	444200	SH	Call	DFND	01, 02	444200	0	0
MEDICAL PPTYS TRUST INC 	COM	58463J304	3097	177600	SH	Put	DFND	01, 02	177600	0	0
MEDIDATA SOLUTIONS INC 	COM	58471A105	2887	31894	SH		DFND	01, 02	31894	0	0
MEDIDATA SOLUTIONS INC 	COM	58471A105	1041	11500	SH	Call	DFND	01, 02	11500	0	0
MEDIDATA SOLUTIONS INC 	COM	58471A105	3114	34400	SH	Put	DFND	01, 02	34400	0	0
MEDIFAST INC	COM	58470H101	1283	10000	SH	Call	DFND	01, 02	10000	0	0
MEDIFAST INC	COM	58470H101	423	3300	SH	Put	DFND	01, 02	3300	0	0
MEDNAX INC	COM	58502B106	209	8302	SH		DFND	01, 02	8302	0	0
MEDNAX INC	COM	58502B106	621	24600	SH	Call	DFND	01, 02	24600	0	0
MEDNAX INC 	COM	58502B106	542	21500	SH	Put	DFND	01, 02	21500	0	0
MEDTRONIC PLC 	SHS	G5960L103	4916	50481	SH		DFND	01, 02	50481	0	0
MEDTRONIC PLC 	SHS	G5960L103	16430	168700	SH	Call	DFND	01, 02	168700	0	0
MEDTRONIC PLC 	SHS	G5960L103	5785	59400	SH	Put	DFND	01, 02	59400	0	0
MEET GROUP INC	COM	58513U101	75	21415	SH		DFND	01, 02	21415	0	0
MELCO RESORTS AND ENTMT LTD 	ADR	585464100	267	12300	SH	Call	DFND	01, 02	12300	0	0
MELCO RESORTS AND ENTMT LTD 	ADR	585464100	41	1900	SH	Put	DFND	01, 02	1900	0	0
MELLANOX TECHNOLOGIES LTD 	SHS	M51363113	470	4250	SH		DFND	01, 02	4250	0	0
MELLANOX TECHNOLOGIES LTD 	SHS	M51363113	5157	46600	SH	Put	DFND	01, 02	46600	0	0
MERCADOLIBRE INC 	COM	58733R102	59219	96800	SH	Call	DFND	01, 02	96800	0	0
MERCADOLIBRE INC 	COM	58733R102	65521	107100	SH	Put	DFND	01, 02	107100	0	0
MERCER INTL INC 	COM	588056101	865	55921	SH		DFND	01, 02	55921	0	0
MERCER INTL INC 	COM	588056101	2	100	SH	Put	DFND	01, 02	100	0	0
MERCK & CO INC 	COM	58933Y105	9374	111800	SH	Call	DFND	01, 02	111800	0	0
MERCK & CO INC 	COM	58933Y105	4536	54100	SH	Put	DFND	01, 02	54100	0	0
MERCURY SYS INC	COM	589378108	816	11605	SH		DFND	01, 02	11605	0	0
MERIT MED SYS INC 	COM	589889104	494	8287	SH		DFND	01, 02	8287	0	0
MERITOR INC 	COM	59001K100	565	23313	SH		DFND	01, 02	23313	0	0
MERITOR INC 	COM	59001K100	359	14800	SH	Put	DFND	01, 02	14800	0	0
MESABI TR CTF BEN INT	COM	590672101	750	25400	SH	Call	DFND	01, 02	25400	0	0
MESABI TR CTF BEN INT	COM	590672101	121	4100	SH	Put	DFND	01, 02	4100	0	0
METHANEX CORP 	COM	59151K108	1059	23300	SH	Call	DFND	01, 02	23300	0	0
METHANEX CORP 	COM	59151K108	1082	23800	SH	Put	DFND	01, 02	23800	0	0
METHODE ELECTRS INC 	COM	591520200	814	28500	SH	Call	DFND	01, 02	28500	0	0
METLIFE INC 	COM	59156R108	2156	43400	SH	Call	DFND	01, 02	43400	0	0
METLIFE INC 	COM	59156R108	2046	41200	SH	Put	DFND	01, 02	41200	0	0
METTLER TOLEDO INTERNATIONAL 	COM	592688105	4284	5100	SH	Call	DFND	01, 02	5100	0	0
METTLER TOLEDO INTERNATIONAL 	COM	592688105	1008	1200	SH	Put	DFND	01, 02	1200	0	0
MFA FINL INC 	COM	55272X102	39	5422	SH		DFND	01, 02	5422	0	0
MFA FINL INC 	COM	55272X102	190	26400	SH	Put	DFND	01, 02	26400	0	0
MGE ENERGY INC	COM	55277P104	365	5000	SH	Call	DFND	01, 02	5000	0	0
MGIC INVT CORP WIS 	COM	552848103	493	37544	SH		DFND	01, 02	37544	0	0
MGM RESORTS INTERNATIONAL 	COM	552953101	1571	54997	SH		DFND	01, 02	54997	0	0
MGM RESORTS INTERNATIONAL 	COM	552953101	8191	286700	SH	Call	DFND	01, 02	286700	0	0
MGM RESORTS INTERNATIONAL 	COM	552953101	13096	458400	SH	Put	DFND	01, 02	458400	0	0
MGP INGREDIENTS INC NEW	COM	55303J106	384	5790	SH		DFND	01, 02	5790	0	0
MGP INGREDIENTS INC NEW 	COM	55303J106	928	14000	SH	Call	DFND	01, 02	14000	0	0
MGP INGREDIENTS INC NEW	COM	55303J106	1121	16900	SH	Put	DFND	01, 02	16900	0	0
MICHAELS COS INC 	COM	59408Q106	1735	199442	SH		DFND	01, 02	199442	0	0
MICHAELS COS INC 	COM	59408Q106	2448	281400	SH	Put	DFND	01, 02	281400	0	0
MICRO FOCUS INTERNATIONAL PL 	SPON ADR NEW	594837403	1147	43800	SH	Call	DFND	01, 02	43800	0	0
MICRO FOCUS INTERNATIONAL PL 	SPON ADR NEW	594837403	1336	51000	SH	Put	DFND	01, 02	51000	0	0
MICROCHIP TECHNOLOGY INC 	COM	595017104	2304	26579	SH		DFND	01, 02	26579	0	0
MICROCHIP TECHNOLOGY INC 	COM	595017104	434	5000	SH	Call	DFND	01, 02	5000	0	0
MICROCHIP TECHNOLOGY INC 	COM	595017104	1777	20500	SH	Put	DFND	01, 02	20500	0	0
MICRON TECHNOLOGY INC 	COM	595112103	4812	124708	SH		DFND	01, 02	124708	0	0
MICRON TECHNOLOGY INC 	COM	595112103	27596	715100	SH	Call	DFND	01, 02	715100	0	0
MICRON TECHNOLOGY INC 	COM	595112103	30610	793200	SH	Put	DFND	01, 02	793200	0	0
MICROSOFT CORP 	COM	594918104	67194	501600	SH	Call	DFND	01, 02	501600	0	0
MICROSOFT CORP 	COM	594918104	25988	194000	SH	Put	DFND	01, 02	194000	0	0
MID AMER APT CMNTYS INC 	COM	59522J103	553	4700	SH	Call	DFND	01, 02	4700	0	0
MIDDLEBY CORP 	COM	596278101	142	1046	SH		DFND	01, 02	1046	0	0
MIDDLEBY CORP 	COM	596278101	3203	23600	SH	Put	DFND	01, 02	23600	0	0
MIDSTATES PETE CO INC 	COM PAR	59804T407	5	894	SH		DFND	01, 02	894	0	0
MIDSTATES PETE CO INC 	COM PAR	59804T407	91	15500	SH	Put	DFND	01, 02	15500	0	0
MILLER HERMAN INC	COM	600544100	551	12337	SH		DFND	01, 02	12337	0	0
MILLER HERMAN INC 	COM	600544100	447	10000	SH	Call	DFND	01, 02	10000	0	0
MILLER HERMAN INC	COM	600544100	255	5700	SH	Put	DFND	01, 02	5700	0	0
MISTRAS GROUP INC 	COM	60649T107	45	3100	SH		DFND	01, 02	3100	0	0
MISTRAS GROUP INC 	COM	60649T107	144	10000	SH	Put	DFND	01, 02	10000	0	0
MITCHAM INDS INC 	COM	606501104	1213	307160	SH		DFND	01, 02	307160	0	0
MKS INSTRUMENT INC 	COM	55306N104	129	1662	SH		DFND	01, 02	1662	0	0
MKS INSTRUMENT INC 	COM	55306N104	2718	34900	SH	Call	DFND	01, 02	34900	0	0
MKS INSTRUMENT INC 	COM	55306N104	849	10900	SH	Put	DFND	01, 02	10900	0	0
MOBILE TELESYSTEMS PJSC  	SPONSORED ADR	607409109	774	83100	SH	Call	DFND	01, 02	83100	0	0
MOBILEIRON INC 	COM NEW	60739U204	519	83676	SH		DFND	01, 02	83676	0	0
MOHAWK INDS INC 	COM	608190104	1245	8443	SH		DFND	01, 02	8443	0	0
MOHAWK INDS INC 	COM	608190104	2949	20000	SH	Put	DFND	01, 02	20000	0	0
MOLINA HEALTHCARE INC 	COM	60855R100	1775	12400	SH	Put	DFND	01, 02	12400	0	0
MOLSON COORS BREWING CO 	CL B	60871R209	10307	184058	SH		DFND	01, 02	184058	0	0
MOLSON COORS BREWING CO 	CL B	60871R209	314	5600	SH	Call	DFND	01, 02	5600	0	0
MOLSON COORS BREWING CO 	CL B	60871R209	12712	227000	SH	Put	DFND	01, 02	227000	0	0
MOMO INC 	ADR	60879B107	3082	86100	SH	Call	DFND	01, 02	86100	0	0
MOMO INC 	ADR	60879B107	2481	69300	SH	Put	DFND	01, 02	69300	0	0
MONDELEZ INTL INC	CL A	609207105	11012	204300	SH	Call	DFND	01, 02	204300	0	0
MONDELEZ INTL INC 	CL A 	609207105	13362	247900	SH	Put	DFND	01, 02	247900	0	0
MONGODB INC 	CL A	60937P106	1554	10217	SH		DFND	01, 02	10217	0	0
MONGODB INC 	CL A	60937P106	6494	42700	SH	Call	DFND	01, 02	42700	0	0
MONGODB INC 	CL A	60937P106	2342	15400	SH	Put	DFND	01, 02	15400	0	0
MONMOUTH REAL ESTATE INVT CO 	CL A	609720107	3	212	SH		DFND	01, 02	212	0	0
MONMOUTH REAL ESTATE INVT CO 	CL A	609720107	70	5200	SH	Call	DFND	01, 02	5200	0	0
MONMOUTH REAL ESTATE INVT CO 	CL A	609720107	180	13300	SH	Put	DFND	01, 02	13300	0	0
MONOLITHIC PWR SYS INC 	COM	609839105	4250	31300	SH	Call	DFND	01, 02	31300	0	0
MONOLITHIC PWR SYS INC 	COM	609839105	1276	9400	SH	Put	DFND	01, 02	9400	0	0
MONOTYPE IMAGING HOLDINGS IN 	COM	61022P100	275	16341	SH		DFND	01, 02	16341	0	0
MONRO INC	COM	610236101	1356	15900	SH	Call	DFND	01, 02	15900	0	0
MONRO INC	COM	610236101	154	1800	SH	Put	DFND	01, 02	1800	0	0
MONSTER BEVERAGE CORP NEW 	COM	61174X109	2446	38325	SH		DFND	01, 02	38325	0	0
MONSTER BEVERAGE CORP NEW 	COM	61174X109	211	3300	SH	Call	DFND	01, 02	3300	0	0
MONSTER BEVERAGE CORP NEW 	COM	61174X109	6485	101600	SH	Put	DFND	01, 02	101600	0	0
MORGAN STANLEY 	COM NEW	617446448	6627	151278	SH		DFND	01, 02	151278	0	0
MORGAN STANLEY 	COM NEW	617446448	158	3600	SH	Call	DFND	01, 02	3600	0	0
MORGAN STANLEY 	COM NEW	617446448	10453	238600	SH	Put	DFND	01, 02	238600	0	0
MOSAIC CO NEW 	COM	61945C103	1847	73789	SH		DFND	01, 02	73789	0	0
MOSAIC CO NEW	COM	61945C103	8	300	SH	Call	DFND	01, 02	300	0	0
MOSAIC CO NEW	COM	61945C103	1144	45700	SH	Put	DFND	01, 02	45700	0	0
MOTORCAR PTS AMER INC 	COM	620071100	911	42568	SH		DFND	01, 02	42568	0	0
MOTORCAR PTS AMER INC 	COM	620071100	437	20400	SH	Call	DFND	01, 02	20400	0	0
MOTOROLA SOLUTIONS INC 	COM NEW	620076307	11821	70900	SH	Call	DFND	01, 02	70900	0	0
MOTOROLA SOLUTIONS INC 	COM NEW	620076307	20691	124100	SH	Put	DFND	01, 02	124100	0	0
MOVADO GROUP INC 	COM	624580106	68	2534	SH		DFND	01, 02	2534	0	0
MOVADO GROUP INC 	COM	624580106	27	1000	SH	Call	DFND	01, 02	1000	0	0
MOVADO GROUP INC 	COM	624580106	527	19500	SH	Put	DFND	01, 02	19500	0	0
MPLX LP 	COM UNIT REP LTD	55336V100	1435	44567	SH		DFND	01, 02	44567	0	0
MPLX LP 	COM UNIT REP LTD	55336V100	5672	176200	SH	Put	DFND	01, 02	176200	0	0
MSC INDL DIRECT INC 	CL A	553530106	400	5388	SH		DFND	01, 02	5388	0	0
MSC INDL DIRECT INC 	CL A	553530106	2659	35800	SH	Put	DFND	01, 02	35800	0	0
MSCI INC 	COM	55354G100	4895	20500	SH	Call	DFND	01, 02	20500	0	0
MSCI INC 	COM	55354G100	3940	16500	SH	Put	DFND	01, 02	16500	0	0
MTS SYS CORP 	COM	553777103	309	5285	SH		DFND	01, 02	5285	0	0
MUELLER INDS INC	COM	624756102	104	3552	SH		DFND	01, 02	3552	0	0
MUELLER INDS INC	COM	624756102	79	2700	SH	Call	DFND	01, 02	2700	0	0
MUELLER INDS INC	COM	624756102	59	2000	SH	Put	DFND	01, 02	2000	0	0
MURPHY OIL CORP 	COM	626717102	225	9130	SH		DFND	01, 02	9130	0	0
MURPHY OIL CORP 	COM	626717102	104	4200	SH	Call	DFND	01, 02	4200	0	0
MURPHY OIL CORP 	COM	626717102	476	19300	SH	Put	DFND	01, 02	19300	0	0
MYLAN N V 	SHS EURO	N59465109	8442	443383	SH		DFND	01, 02	443383	0	0
MYLAN N V 	SHS EURO	N59465109	1131	59400	SH	Call	DFND	01, 02	59400	0	0
MYLAN N V 	SHS EURO	N59465109	13800	724800	SH	Put	DFND	01, 02	724800	0	0
NAPCO SEC TECHNOLOGIES INC 	COM	630402105	1555	52400	SH	Call	DFND	01, 02	52400	0	0
NAPCO SEC TECHNOLOGIES INC 	COM	630402105	122	4100	SH	Put	DFND	01, 02	4100	0	0
NATIONAL BEVERAGE CORP 	COM	635017106	1790	40115	SH		DFND	01, 02	40115	0	0
NATIONAL BEVERAGE CORP 	COM	635017106	237	5300	SH	Call	DFND	01, 02	5300	0	0
NATIONAL BEVERAGE CORP 	COM	635017106	3499	78400	SH	Put	DFND	01, 02	78400	0	0
NATIONAL FUEL GAS CO N J 	COM	636180101	1408	26700	SH	Call	DFND	01, 02	26700	0	0
NATIONAL FUEL GAS CO N J 	COM	636180101	717	13600	SH	Put	DFND	01, 02	13600	0	0
NATIONAL GRID PLC 	SPONSORED ADR NE	636274409	718	13500	SH	Call	DFND	01, 02	13500	0	0
NATIONAL GRID PLC 	SPONSORED ADR NE	636274409	1064	20000	SH	Put	DFND	01, 02	20000	0	0
NATIONAL HEALTH INVS INC 	COM	63633D104	181	2318	SH		DFND	01, 02	2318	0	0
NATIONAL HEALTH INVS INC 	COM	63633D104	1155	14800	SH	Call	DFND	01, 02	14800	0	0
NATIONAL HEALTH INVS INC 	COM	63633D104	1998	25600	SH	Put	DFND	01, 02	25600	0	0
NATIONAL HEALTHCARE CORP 	COM	635906100	2280	28100	SH	Call	DFND	01, 02	28100	0	0
NATIONAL HEALTHCARE CORP 	COM	635906100	235	2900	SH	Put	DFND	01, 02	2900	0	0
NATIONAL OILWELL VARCO INC 	COM	637071101	879	39544	SH		DFND	01, 02	39544	0	0
NATIONAL OILWELL VARCO INC 	COM	637071101	367	16500	SH	Call	DFND	01, 02	16500	0	0
NATIONAL OILWELL VARCO INC 	COM	637071101	1945	87500	SH	Put	DFND	01, 02	87500	0	0
NATIONAL RETAIL PPTYS INC 	COM	637417106	922	17400	SH	Call	DFND	01, 02	17400	0	0
NATIONAL RETAIL PPTYS INC 	COM	637417106	530	10000	SH	Put	DFND	01, 02	10000	0	0
NATIONAL VISION HLDGS INC 	COM	63845R107	1278	41584	SH		DFND	01, 02	41584	0	0
NATURAL RESOURCE PARTNERS L 	COM UNIT LTD PAR	63900P608	336	9474	SH		DFND	01, 02	9474	0	0
NATURAL RESOURCE PARTNERS L 	COM UNIT LTD PAR	63900P608	177	5000	SH	Call	DFND	01, 02	5000	0	0
NATURAL RESOURCE PARTNERS L 	COM UNIT LTD PAR	63900P608	213	6000	SH	Put	DFND	01, 02	6000	0	0
NATUS MEDICAL INC DEL 	COM	639050103	7	254	SH		DFND	01, 02	254	0	0
NATUS MEDICAL INC DEL 	COM	639050103	460	17900	SH	Put	DFND	01, 02	17900	0	0
NAVIENT CORPORATION 	COM	63938C108	131	9599	SH		DFND	01, 02	9599	0	0
NAVIENT CORPORATION 	COM	63938C108	44	3200	SH	Call	DFND	01, 02	3200	0	0
NAVIENT CORPORATION 	COM	63938C108	1066	78100	SH	Put	DFND	01, 02	78100	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	216	6269	SH		DFND	01, 02	6269	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	14	400	SH	Call	DFND	01, 02	400	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	489	14200	SH	Put	DFND	01, 02	14200	0	0
NCR CORP NEW 	COM	62886E108	202	6500	SH	Call	DFND	01, 02	6500	0	0
NCR CORP NEW 	COM	62886E108	18249	586800	SH	Put	DFND	01, 02	586800	0	0
NEOGENOMICS INC 	COM NEW	64049M209	1634	74496	SH		DFND	01, 02	74496	0	0
NEOGENOMICS INC 	COM NEW	64049M209	329	15000	SH	Call	DFND	01, 02	15000	0	0
NETAPP INC 	COM	64110D104	919	14900	SH	Call	DFND	01, 02	14900	0	0
NETAPP INC 	COM	64110D104	253	4100	SH	Put	DFND	01, 02	4100	0	0
NETEASE INC 	SPONSORED ADR	64110W102	7571	29599	SH		DFND	01, 02	29599	0	0
NETEASE INC 	SPONSORED ADR	64110W102	2302	9000	SH	Call	DFND	01, 02	9000	0	0
NETEASE INC 	SPONSORED ADR	64110W102	22712	88800	SH	Put	DFND	01, 02	88800	0	0
NETFLIX INC 	COM	64110L106	35385	96334	SH		DFND	01, 02	96334	0	0
NETFLIX INC 	COM	64110L106	6538	17800	SH	Call	DFND	01, 02	17800	0	0
NETFLIX INC 	COM	64110L106	153613	418200	SH	Put	DFND	01, 02	418200	0	0
NETGEAR INC 	COM	64111Q104	248	9793	SH		DFND	01, 02	9793	0	0
NETGEAR INC 	COM	64111Q104	498	19700	SH	Put	DFND	01, 02	19700	0	0
NEUROCRINE BIOSCIENCES INC 	COM	64125C109	2405	28482	SH		DFND	01, 02	28482	0	0
NEUROCRINE BIOSCIENCES INC 	COM	64125C109	5116	60600	SH	Put	DFND	01, 02	60600	0	0
NEVRO CORP 	COM	64157F103	1078	16626	SH		DFND	01, 02	16626	0	0
NEVRO CORP 	COM	64157F103	959	14800	SH	Call	DFND	01, 02	14800	0	0
NEVRO CORP 	COM	64157F103	7455	115000	SH	Put	DFND	01, 02	115000	0	0
NEW ORIENTAL ED & TECH GRP I SPON 	ADR	647581107	135	1400	SH	Call	DFND	01, 02	1400	0	0
NEW ORIENTAL ED & TECH GRP I SPON 	ADR	647581107	2212	22900	SH	Put	DFND	01, 02	22900	0	0
NEW RELIC INC 	COM	64829B100	2886	33359	SH		DFND	01, 02	33359	0	0
NEW RELIC INC 	COM	64829B100	26	300	SH	Call	DFND	01, 02	300	0	0
NEW RELIC INC 	COM	64829B100	7647	88400	SH	Put	DFND	01, 02	88400	0	0
NEW RESIDENTIAL INVT CORP 	COM NEW	64828T201	201	13041	SH		DFND	01, 02	13041	0	0
NEW RESIDENTIAL INVT CORP 	COM NEW	64828T201	314	20400	SH	Put	DFND	01, 02	20400	0	0
NEW YORK CMNTY BANCORP INC 	COM	649445103	102	10200	SH	Call	DFND	01, 02	10200	0	0
NEW YORK CMNTY BANCORP INC 	COM	649445103	100	10000	SH	Put	DFND	01, 02	10000	0	0
NEW YORK TIMES CO 	CL A	650111107	170	5200	SH	Call	DFND	01, 02	5200	0	0
NEW YORK TIMES CO 	CL A	650111107	55	1700	SH	Put	DFND	01, 02	1700	0	0
NEWELL BRANDS INC 	COM	651229106	7135	462698	SH		DFND	01, 02	462698	0	0
NEWELL BRANDS INC	COM	651229106	2253	146100	SH	Call	DFND	01, 02	146100	0	0
NEWELL BRANDS INC 	COM	651229106	16119	1045300	SH	Put	DFND	01, 02	1045300	0	0
NEWMARK GROUP INC 	CL A	65158N102	559	62195	SH		DFND	01, 02	62195	0	0
NEWMONT GOLDCORP CORPORATION	COM	651639106	4288	111465	SH		DFND	01, 02	111465	0	0
NEWMONT GOLDCORP CORPORATION 	COM	651639106	2120	55100	SH	Call	DFND	01, 02	55100	0	0
NEWMONT GOLDCORP CORPORATION 	COM	651639106	29049	755100	SH	Put	DFND	01, 02	755100	0	0
NEWS CORP NEW 	CL A	65249B109	464	34428	SH		DFND	01, 02	34428	0	0
NEWS CORP NEW 	CL A	65249B109	540	40000	SH	Call	DFND	01, 02	40000	0	0
NEWS CORP NEW 	CL A	65249B109	1197	88700	SH	Put	DFND	01, 02	88700	0	0
NEWTEK BUSINESS SVCS CORP 	COM NEW	652526203	109	4751	SH		DFND	01, 02	4751	0	0
NEWTEK BUSINESS SVCS CORP 	COM NEW	652526203	455	19800	SH	Put	DFND	01, 02	19800	0	0
NEXSTAR MEDIA GROUP INC 	CL A	65336K103	222	2200	SH		DFND	01, 02	2200	0	0
NEXSTAR MEDIA GROUP INC 	CL A	65336K103	14372	142300	SH	Call	DFND	01, 02	142300	0	0
NEXSTAR MEDIA GROUP INC 	CL A	65336K103	2525	25000	SH	Put	DFND	01, 02	25000	0	0
NEXTERA ENERGY INC 	COM	65339F101	127	621	SH		DFND	01, 02	621	0	0
NEXTERA ENERGY INC 	COM	65339F101	1516	7400	SH	Call	DFND	01, 02	7400	0	0
NEXTERA ENERGY INC 	COM	65339F101	1536	7500	SH	Put	DFND	01, 02	7500	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	335	6952	SH		DFND	01, 02	6952	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	1795	37200	SH	Call	DFND	01, 02	37200	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	265	5500	SH	Put	DFND	01, 02	5500	0	0
NEXTGEN HEALTHCARE INC	COM	65343C102	225	11321	SH		DFND	01, 02	11321	0	0
NGL ENERGY PARTNERS LP 	COM UNIT REPST	62913M107	7159	484700	SH	Call	DFND	01, 02	484700	0	0
