COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
INTERPUBLIC GROUP COS INC 	COM	460690100	212	9400	SH	Put	DFND	01, 02	9400	0	0
INTERXION HOLDING N.V	SHS	N47279109	2056	27024	SH		DFND	01, 02	27024	0	0
INTERXION HOLDING N.V	SHS	N47279109	320	4200	SH	Call	DFND	01, 02	4200	0	0
INTL PAPER CO 	COM	460146103	4281	98828	SH		DFND	01, 02	98828	0	0
INTL PAPER CO 	COM	460146103	503	11600	SH	Call	DFND	01, 02	11600	0	0
INTL PAPER CO 	COM	460146103	11974	276400	SH	Put	DFND	01, 02	276400	0	0
INTUIT 	COM	461202103	13678	52339	SH		DFND	01, 02	52339	0	0
INTUIT 	COM	461202103	5488	21000	SH	Call	DFND	01, 02	21000	0	0
INTUIT 	COM	461202103	7474	28600	SH	Put	DFND	01, 02	28600	0	0
INTUITIVE SURGICAL INC 	COM NEW	46120E602	22127	42182	SH		DFND	01, 02	42182	0	0
INTUITIVE SURGICAL INC 	COM NEW	46120E602	13376	25500	SH	Call	DFND	01, 02	25500	0	0
INTUITIVE SURGICAL INC 	COM NEW	46120E602	62159	118500	SH	Put	DFND	01, 02	118500	0	0
INVESCO LTD 	SHS	G491BT108	992	48500	SH	Call	DFND	01, 02	48500	0	0
INVESCO LTD 	SHS	G491BT108	1958	95700	SH	Put	DFND	01, 02	95700	0	0
INVESCO QQQ TR UNIT SER 1	INVESCO QQQ TRUST SE	46090E103	2759	14775	SH		DFND	01, 02	14775	0	0
INVESCO QQQ TR UNIT SER 1	INVESCO QQQ TRUST SE	46090E103	1867	10000	SH	Call	DFND	01, 02	10000	0	0
INVESCO QQQ TR UNIT SER 1	INVESCO QQQ TRUST SE	46090E103	46685	250000	SH	Put	DFND	01, 02	250000	0	0
IONIS PHARMACEUTICALS INC 	COM	462222100	1298	20198	SH		DFND	01, 02	20198	0	0
IONIS PHARMACEUTICALS INC 	COM	462222100	1999	31100	SH	Call	DFND	01, 02	31100	0	0
IONIS PHARMACEUTICALS INC 	COM	462222100	7937	123500	SH	Put	DFND	01, 02	123500	0	0
IQIYI INC 	SPONSORED ADS	46267X108	2147	103949	SH		DFND	01, 02	103949	0	0
IQIYI INC	SPONSORED ADS	46267X108	1220	59100	SH	Call	DFND	01, 02	59100	0	0
IQIYI INC	SPONSORED ADS	46267X108	5821	281900	SH	Put	DFND	01, 02	281900	0	0
IQVIA HLDGS INC 	COM	46266C105	15575	96800	SH	Call	DFND	01, 02	96800	0	0
IQVIA HLDGS INC 	COM	46266C105	483	3000	SH	Put	DFND	01, 02	3000	0	0
IRIDIUM COMMUNICATIONS INC 	COM	46269C102	1898	81600	SH	Call	DFND	01, 02	81600	0	0
IRIDIUM COMMUNICATIONS INC 	COM	46269C102	2086	89700	SH	Put	DFND	01, 02	89700	0	0
IROBOT CORP	COM	462726100	312	3400	SH	Call	DFND	01, 02	3400	0	0
IRON MTN INC NEW 	COM	46284V101	13622	435200	SH	Call	DFND	01, 02	435200	0	0
IRON MTN INC NEW 	COM	46284V101	1668	53300	SH	Put	DFND	01, 02	53300	0	0
ISHARES INC 	MSCI BRAZIL ETF	464286400	87	2000	SH	Call	DFND	01, 02	2000	0	0
ISHARES INC 	MSCI BRAZIL ETF	464286400	12290	281100	SH	Put	DFND	01, 02	281100	0	0
ISHARES TR 	CHINA LG-CAP ETF	464287184	6360	148704	SH		DFND	01, 02	148704	0	0
ISHARES TR 	CHINA LG-CAP ETF	464287184	36748	859200	SH	Put	DFND	01, 02	859200	0	0
ISHARES TR 	NASDAQ BIOTECH	464287556	4293	39350	SH		DFND	01, 02	39350	0	0
ISHARES TR 	NASDAQ BIOTECH	464287556	1091	10000	SH	Call	DFND	01, 02	10000	0	0
ISHARES TR 	NASDAQ BIOTECH	464287556	1975	18100	SH	Put	DFND	01, 02	18100	0	0
ISHARES TR 	RUSSELL 2000 ETF	464287655	9922	63806	SH		DFND	01, 02	63806	0	0
ISHARES TR 	RUSSELL 2000 ETF	464287655	15550	100000	SH	Call	DFND	01, 02	100000	0	0
ISHARES TR 	RUSSELL 2000 ETF	464287655	30323	195000	SH	Put	DFND	01, 02	195000	0	0
ISTAR INC 	COM	45031U101	1705	137300	SH	Call	DFND	01, 02	137300	0	0
ISTAR INC 	COM	45031U101	226	18200	SH	Put	DFND	01, 02	18200	0	0
ITAU UNIBANCO HLDG SA 	SPON ADR REP PFD	465562106	3966	420983	SH		DFND	01, 02	420983	0	0
ITAU UNIBANCO HLDG SA 	SPON ADR REP PFD	465562106	2277	241750	SH	Call	DFND	01, 02	241750	0	0
ITAU UNIBANCO HLDG SA 	SPON ADR REP PFD	465562106	43814	4651150	SH	Put	DFND	01, 02	4651150	0	0
ITRON INC 	COM	465741106	225	3600	SH	Call	DFND	01, 02	3600	0	0
ITRON INC 	COM	465741106	63	1000	SH	Put	DFND	01, 02	1000	0	0
ITT INC 	COM	45073V108	727	11100	SH	Call	DFND	01, 02	11100	0	0
J2 GLOBAL INC 	COM	48123V102	2996	33700	SH	Call	DFND	01, 02	33700	0	0
J2 GLOBAL INC 	COM	48123V102	1298	14600	SH	Put	DFND	01, 02	14600	0	0
JABIL INC 	COM	466313103	1624	51400	SH	Call	DFND	01, 02	51400	0	0
JABIL INC 	COM	466313103	578	18300	SH	Put	DFND	01, 02	18300	0	0
JACK IN THE BOX INC 	COM	466367109	934	11473	SH		DFND	01, 02	11473	0	0
JACK IN THE BOX INC 	COM	466367109	8	100	SH	Call	DFND	01, 02	100	0	0
JACK IN THE BOX INC 	COM	466367109	651	8000	SH	Put	DFND	01, 02	8000	0	0
JACOBS ENGR GROUP INC	COM	469814107	822	9741	SH		DFND	01, 02	9741	0	0
JACOBS ENGR GROUP INC	COM	469814107	650	7700	SH	Call	DFND	01, 02	7700	0	0
JACOBS ENGR GROUP INC	COM	469814107	6422	76100	SH	Put	DFND	01, 02	76100	0	0
JAGGED PEAK ENERGY INC 	COM	47009K107	331	40000	SH	Call	DFND	01, 02	40000	0	0
JAZZ PHARMACEUTICALS PLC 	SHS USD	G50871105	643	4508	SH		DFND	01, 02	4508	0	0
JAZZ PHARMACEUTICALS PLC 	SHS USD	G50871105	4177	29300	SH	Put	DFND	01, 02	29300	0	0
JBG SMITH PPTYS 	COM	46590V100	220	5587	SH		DFND	01, 02	5587	0	0
JBG SMITH PPTYS 	COM	46590V100	393	10000	SH	Put	DFND	01, 02	10000	0	0
JD COM INC	SPON ADR CL A	47215P106	14542	480100	SH	Call	DFND	01, 02	480100	0	0
JD COM INC	SPON ADR CL A	47215P106	3008	99300	SH	Put	DFND	01, 02	99300	0	0
JEFFERIES FINL GROUP INC	COM	47233W109	1065	55400	SH	Put	DFND	01, 02	55400	0	0
JELD-WEN HLDG INC	COM	47580P103	631	29725	SH		DFND	01, 02	29725	0	0
JETBLUE AWYS CORP 	COM	477143101	3659	197917	SH		DFND	01, 02	197917	0	0
JETBLUE AWYS CORP 	COM	477143101	1316	71200	SH	Call	DFND	01, 02	71200	0	0
JETBLUE AWYS CORP 	COM	477143101	10449	565100	SH	Put	DFND	01, 02	565100	0	0
JOHNSON & JOHNSON 	COM	478160104	1031	7400	SH	Call	DFND	01, 02	7400	0	0
JOHNSON & JOHNSON 	COM	478160104	627	4500	SH	Put	DFND	01, 02	4500	0	0
JOHNSON CTLS INTL PLC	SHS	G51502105	7419	179600	SH	Call	DFND	01, 02	179600	0	0
JOHNSON CTLS INTL PLC	SHS	G51502105	537	13000	SH	Put	DFND	01, 02	13000	0	0
JPMORGAN CHASE & CO 	COM	46625H100	6026	53900	SH	Call	DFND	01, 02	53900	0	0
JPMORGAN CHASE & CO 	COM	46625H100	3265	29200	SH	Put	DFND	01, 02	29200	0	0
JUNIPER NETWORKS INC	COM	48203R104	326	12228	SH		DFND	01, 02	12228	0	0
JUNIPER NETWORKS INC	COM	48203R104	1316	49400	SH	Call	DFND	01, 02	49400	0	0
JUNIPER NETWORKS INC	COM	48203R104	27	1000	SH	Put	DFND	01, 02	1000	0	0
K12 INC	COM	48273U102	76	2500	SH	Call	DFND	01, 02	2500	0	0
K12 INC	COM	48273U102	2536	83400	SH	Put	DFND	01, 02	83400	0	0
KAMAN CORP	COM	483548103	369	5800	SH	Call	DFND	01, 02	5800	0	0
KANSAS CITY SOUTHERN 	COM NEW	485170302	5421	44500	SH	Call	DFND	01, 02	44500	0	0
KANSAS CITY SOUTHERN 	COM NEW	485170302	2315	19000	SH	Put	DFND	01, 02	19000	0	0
KAR AUCTION SVCS INC	COM	48238T109	2649	105963	SH		DFND	01, 02	105963	0	0
KB HOME 	COM	48666K109	876	34034	SH		DFND	01, 02	34034	0	0
KB HOME 	COM	48666K109	5	200	SH	Call	DFND	01, 02	200	0	0
KB HOME 	COM	48666K109	62	2400	SH	Put	DFND	01, 02	2400	0	0
KBR INC	COM	48242W106	1342	53800	SH	Call	DFND	01, 02	53800	0	0
KBR INC	COM	48242W106	2	100	SH	Put	DFND	01, 02	100	0	0
KELLOGG CO 	COM	487836108	2008	37486	SH		DFND	01, 02	37486	0	0
KELLOGG CO	COM	487836108	787	14700	SH	Call	DFND	01, 02	14700	0	0
KELLOGG CO	COM	487836108	10976	204900	SH	Put	DFND	01, 02	204900	0	0
KEMET CORP 	COM NEW	488360207	136	7229	SH		DFND	01, 02	7229	0	0
KEMET CORP	COM NEW	488360207	638	33900	SH	Call	DFND	01, 02	33900	0	0
KEMET CORP	COM NEW	488360207	280	14900	SH	Put	DFND	01, 02	14900	0	0
KEURIG DR PEPPER INC	COM	49271V100	727	25171	SH		DFND	01, 02	25171	0	0
KEYCORP NEW 	COM	493267108	1628	91733	SH		DFND	01, 02	91733	0	0
KEYCORP NEW 	COM	493267108	178	10000	SH	Put	DFND	01, 02	10000	0	0
KEYSIGHT TECHNOLOGIES INC 	COM	49338L103	327	3644	SH		DFND	01, 02	3644	0	0
KEYSIGHT TECHNOLOGIES INC 	COM	49338L103	2533	28200	SH	Call	DFND	01, 02	28200	0	0
KEYSIGHT TECHNOLOGIES INC 	COM	49338L103	11370	126600	SH	Put	DFND	01, 02	126600	0	0
KFORCE INC 	COM	493732101	2287	65168	SH		DFND	01, 02	65168	0	0
KIMBERLY CLARK CORP	COM	494368103	1790	13429	SH		DFND	01, 02	13429	0	0
KIMBERLY CLARK CORP	COM	494368103	546	4100	SH	Call	DFND	01, 02	4100	0	0
KIMBERLY CLARK CORP	COM	494368103	7730	58000	SH	Put	DFND	01, 02	58000	0	0
KIMCO RLTY CORP 	COM	49446R109	172	9290	SH		DFND	01, 02	9290	0	0
KIMCO RLTY CORP 	COM	49446R109	357	19300	SH	Call	DFND	01, 02	19300	0	0
KIMCO RLTY CORP 	COM	49446R109	556	30100	SH	Put	DFND	01, 02	30100	0	0
KINDER MORGAN INC DEL 	COM	49456B101	523	25066	SH		DFND	01, 02	25066	0	0
KINDER MORGAN INC DEL 	COM	49456B101	1050	50300	SH	Call	DFND	01, 02	50300	0	0
KINDER MORGAN INC DEL 	COM	49456B101	5324	255000	SH	Put	DFND	01, 02	255000	0	0
KINSALE CAP GROUP INC 	COM	49714P108	1720	18800	SH	Call	DFND	01, 02	18800	0	0
KIRKLAND LAKE GOLD LTD 	COM	49741E100	9507	221509	SH		DFND	01, 02	221509	0	0
KIRKLAND LAKE GOLD LTD 	COM	49741E100	5987	139500	SH	Call	DFND	01, 02	139500	0	0
KIRKLAND LAKE GOLD LTD 	COM	49741E100	227	5300	SH	Put	DFND	01, 02	5300	0	0
KIRKLANDS INC	COM	497498105	8	3442	SH		DFND	01, 02	3442	0	0
KIRKLANDS INC	COM	497498105	28	12600	SH	Put	DFND	01, 02	12600	0	0
KITE RLTY GROUP TR 	COM NEW	49803T300	331	21900	SH	Call	DFND	01, 02	21900	0	0
KITE RLTY GROUP TR 	COM NEW	49803T300	241	15900	SH	Put	DFND	01, 02	15900	0	0
KKR & CO INC	CL A	48251W104	7594	300512	SH		DFND	01, 02	300512	0	0
KKR & CO INC	CL A 	48251W104	212	8400	SH	Put	DFND	01, 02	8400	0	0
KLA-TENCOR CORP 	COM	482480100	4882	41300	SH	Call	DFND	01, 02	41300	0	0
KLA-TENCOR CORP 	COM	482480100	2494	21100	SH	Put	DFND	01, 02	21100	0	0
KNIGHT SWIFT TRANSN HLDGS IN 	CL A	499049104	2062	62800	SH	Call	DFND	01, 02	62800	0	0
KNIGHT SWIFT TRANSN HLDGS IN 	CL A	499049104	887	27000	SH	Put	DFND	01, 02	27000	0	0
KNOT OFFSHORE PARTNERS LP 	COM UNITS	Y48125101	23	1213	SH		DFND	01, 02	1213	0	0
KNOT OFFSHORE PARTNERS LP 	COM UNITS	Y48125101	229	12000	SH	Put	DFND	01, 02	12000	0	0
KNOWLES CORP 	COM	49926D109	994	54264	SH		DFND	01, 02	54264	0	0
KNOWLES CORP 	COM	49926D109	4	200	SH	Call	DFND	01, 02	200	0	0
KOHLS CORP 	COM	500255104	7522	158200	SH	Call	DFND	01, 02	158200	0	0
KOHLS CORP 	COM	500255104	3676	77300	SH	Put	DFND	01, 02	77300	0	0
KONINKLIJKE PHILIPS N V 	NY REG SH NEW	500472303	497	11400	SH	Call	DFND	01, 02	11400	0	0
KOPPERS HOLDINGS INC	COM	50060P106	2347	79938	SH		DFND	01, 02	79938	0	0
KOPPERS HOLDINGS INC	COM	50060P106	590	20100	SH	Call	DFND	01, 02	20100	0	0
KORNIT DIGITAL LTD 	SHS	M6372Q113	187	5920	SH		DFND	01, 02	5920	0	0
KORNIT DIGITAL LTD 	SHS	M6372Q113	3666	115800	SH	Call	DFND	01, 02	115800	0	0
KORNIT DIGITAL LTD 	SHS	M6372Q113	2254	71200	SH	Put	DFND	01, 02	71200	0	0
KOSMOS ENERGY LTD	COM	500688106	184	29300	SH	Put	DFND	01, 02	29300	0	0
KRAFT HEINZ CO	COM	500754106	8880	286089	SH		DFND	01, 02	286089	0	0
KRAFT HEINZ CO 	COM	500754106	6851	220700	SH	Call	DFND	01, 02	220700	0	0
KRAFT HEINZ CO	COM	500754106	10029	323100	SH	Put	DFND	01, 02	323100	0	0
KRATON CORPORATION 	COM	50077C106	4	117	SH		DFND	01, 02	117	0	0
KRATON CORPORATION 	COM	50077C106	9	300	SH	Call	DFND	01, 02	300	0	0
KRATON CORPORATION 	COM	50077C106	920	29600	SH	Put	DFND	01, 02	29600	0	0
KRATOS DEFENSE & SEC SOLUTIO	COM NEW	50077B207	3434	150000	SH	Call	DFND	01, 02	150000	0	0
KRATOS DEFENSE & SEC SOLUTIO COM	COM NEW	50077B207	25	1100	SH	Put	DFND	01, 02	1100	0	0
KROGER CO 	COM	501044101	10495	483400	SH	Call	DFND	01, 02	483400	0	0
KROGER CO 	COM	501044101	4828	222400	SH	Put	DFND	01, 02	222400	0	0
KRONOS WORLDWIDE INC	COM	50105F105	94	6108	SH		DFND	01, 02	6108	0	0
KRONOS WORLDWIDE INC	COM	50105F105	441	28800	SH	Call	DFND	01, 02	28800	0	0
KRONOS WORLDWIDE INC 	COM	50105F105	83	5400	SH	Put	DFND	01, 02	5400	0	0
KULICKE & SOFFA INDS INC 	COM	501242101	372	16500	SH	Call	DFND	01, 02	16500	0	0
KULICKE & SOFFA INDS INC 	COM	501242101	108	4800	SH	Put	DFND	01, 02	4800	0	0
L BRANDS INC 	COM	501797104	6833	261782	SH		DFND	01, 02	261782	0	0
L BRANDS INC 	COM	501797104	608	23300	SH	Call	DFND	01, 02	23300	0	0
L BRANDS INC 	COM	501797104	12431	476300	SH	Put	DFND	01, 02	476300	0	0
LABORATORY CORP AMER HLDGS 	COM NEW	50540R409	2452	14181	SH		DFND	01, 02	14181	0	0
LABORATORY CORP AMER HLDGS 	COM NEW	50540R409	380	2200	SH	Call	DFND	01, 02	2200	0	0
LABORATORY CORP AMER HLDGS 	COM NEW	50540R409	1556	9000	SH	Put	DFND	01, 02	9000	0	0
LAM RESEARCH CORP 	COM	512807108	12257	65254	SH		DFND	01, 02	65254	0	0
LAM RESEARCH CORP 	COM	512807108	15553	82800	SH	Call	DFND	01, 02	82800	0	0
LAM RESEARCH CORP 	COM	512807108	66026	351500	SH	Put	DFND	01, 02	351500	0	0
LAMAR ADVERTISING CO NEW 	CL A	512816109	224	2773	SH		DFND	01, 02	2773	0	0
LAMAR ADVERTISING CO NEW 	CL A	512816109	8	100	SH	Call	DFND	01, 02	100	0	0
LAMAR ADVERTISING CO NEW 	CL A	512816109	250	3100	SH	Put	DFND	01, 02	3100	0	0
LAMB WESTON HLDGS INC	COM	513272104	160	2528	SH		DFND	01, 02	2528	0	0
LAMB WESTON HLDGS INC 	COM	513272104	950	15000	SH	Call	DFND	01, 02	15000	0	0
LAMB WESTON HLDGS INC	COM	513272104	672	10600	SH	Put	DFND	01, 02	10600	0	0
LANDMARK INFRASTRUCTURE LP 	COM UNIT LTD	51508J108	9	520	SH		DFND	01, 02	520	0	0
LANDMARK INFRASTRUCTURE LP 	COM UNIT LTD	51508J108	189	11200	SH	Call	DFND	01, 02	11200	0	0
LANDMARK INFRASTRUCTURE LP 	COM UNIT LTD	51508J108	1471	87300	SH	Put	DFND	01, 02	87300	0	0
LANDS END INC NEW 	COM	51509F105	530	43334	SH		DFND	01, 02	43334	0	0
LANDS END INC NEW 	COM	51509F105	957	78300	SH	Call	DFND	01, 02	78300	0	0
LANDS END INC NEW 	COM	51509F105	789	64600	SH	Put	DFND	01, 02	64600	0	0
LANDSTAR SYS INC 	COM	515098101	875	8101	SH		DFND	01, 02	8101	0	0
LANTHEUS HLDGS INC 	COM	516544103	555	19600	SH	Call	DFND	01, 02	19600	0	0
LAREDO PETROLEUM INC 	COM	516806106	76	26044	SH		DFND	01, 02	26044	0	0
LAREDO PETROLEUM INC 	COM	516806106	159	54900	SH	Put	DFND	01, 02	54900	0	0
LAS VEGAS SANDS CORP 	COM	517834107	20475	346512	SH		DFND	01, 02	346512	0	0
LAS VEGAS SANDS CORP 	COM	517834107	2677	45300	SH	Call	DFND	01, 02	45300	0	0
LAS VEGAS SANDS CORP 	COM	517834107	25970	439500	SH	Put	DFND	01, 02	439500	0	0
LAUDER ESTEE COS INC 	CL A	518439104	1117	6100	SH	Call	DFND	01, 02	6100	0	0
LAUREATE EDUCATION INC 	CL A	518613203	603	38382	SH		DFND	01, 02	38382	0	0
LAZARD LTD 	SHS A	G54050102	164	4783	SH		DFND	01, 02	4783	0	0
LAZARD LTD 	SHS A	G54050102	512	14900	SH	Call	DFND	01, 02	14900	0	0
LAZARD LTD 	SHS A	G54050102	461	13400	SH	Put	DFND	01, 02	13400	0	0
LCI INDS 	COM	50189K103	402	4464	SH		DFND	01, 02	4464	0	0
LEAF GROUP LTD	COM	52177G102	4766	643246	SH		DFND	01, 02	643246	0	0
LEAR CORP 	COM NEW	521865204	3064	22000	SH	Call	DFND	01, 02	22000	0	0
LEAR CORP 	COM NEW	521865204	5627	40400	SH	Put	DFND	01, 02	40400	0	0
LEGG MASON INC 	COM	524901105	1661	43400	SH	Call	DFND	01, 02	43400	0	0
LEGG MASON INC 	COM	524901105	27156	709400	SH	Put	DFND	01, 02	709400	0	0
LENDINGTREE INC NEW 	COM	52603B107	1932	4600	SH	Call	DFND	01, 02	4600	0	0
LENDINGTREE INC NEW 	COM	52603B107	1722	4100	SH	Put	DFND	01, 02	4100	0	0
LENNAR CORP	CL A	526057104	7042	145317	SH		DFND	01, 02	145317	0	0
LENNAR CORP 	CL A	526057104	126	2600	SH	Put	DFND	01, 02	2600	0	0
LEVI STRAUSS & CO NEW	CL A COM STK	52736R102	812	38900	SH	Call	DFND	01, 02	38900	0	0
LEVI STRAUSS & CO NEW 	CL A COM STK	52736R102	505	24200	SH	Put	DFND	01, 02	24200	0	0
LGI HOMES INC 	COM	50187T106	750	10500	SH	Call	DFND	01, 02	10500	0	0
LIBERTY GLOBAL PLC 	SHS CL A	G5480U104	4793	177578	SH		DFND	01, 02	177578	0	0
LIBERTY GLOBAL PLC 	SHS CL C	G5480U120	5878	221579	SH		DFND	01, 02	221579	0	0
LIBERTY TRIPADVISOR HLDGS IN 	COM SER A	531465102	114	9200	SH	Call	DFND	01, 02	9200	0	0
LIBERTY TRIPADVISOR HLDGS IN 	COM SER A	531465102	62	5000	SH	Put	DFND	01, 02	5000	0	0
LIFE STORAGE INC 	COM	53223X107	6149	64667	SH		DFND	01, 02	64667	0	0
LIFE STORAGE INC 	COM	53223X107	46332	487300	SH	Put	DFND	01, 02	487300	0	0
LILLY ELI & CO 	COM	532457108	5185	46800	SH	Call	DFND	01, 02	46800	0	0
LILLY ELI & CO 	COM	532457108	6836	61700	SH	Put	DFND	01, 02	61700	0	0
LINCOLN NATL CORP IND 	COM	534187109	3500	54300	SH	Call	DFND	01, 02	54300	0	0
LINCOLN NATL CORP IND 	COM	534187109	709	11000	SH	Put	DFND	01, 02	11000	0	0
LINDE PLC	SHS	G5494J103	26566	132303	SH		DFND	01, 02	132303	0	0
LINDE PLC	SHS	G5494J103	13092	65200	SH	Call	DFND	01, 02	65200	0	0
LINDE PLC	SHS	G5494J103	7229	36000	SH	Put	DFND	01, 02	36000	0	0
LINDSAY CORP 	COM	535555106	871	10600	SH	Call	DFND	01, 02	10600	0	0
LITHIA MTRS INC	CL A	536797103	695	5852	SH		DFND	01, 02	5852	0	0
LITHIA MTRS INC 	CL A	536797103	1223	10300	SH	Call	DFND	01, 02	10300	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	980	14795	SH		DFND	01, 02	14795	0	0
LIVE NATION ENTERTAINMENT IN 	COM	538034109	1636	24700	SH	Call	DFND	01, 02	24700	0	0
LIVE OAK BANCSHARES INC 	COM	53803X105	398	23200	SH	Call	DFND	01, 02	23200	0	0
LIVE OAK BANCSHARES INC 	COM	53803X105	525	30600	SH	Put	DFND	01, 02	30600	0	0
LIVENT CORP 	COM	53814L108	242	35000	SH	Call	DFND	01, 02	35000	0	0
LIVENT CORP	COM	53814L108	80	11500	SH	Put	DFND	01, 02	11500	0	0
LIVEPERSON INC 	COM	538146101	1025	36562	SH		DFND	01, 02	36562	0	0
LIVEPERSON INC 	COM	538146101	95	3400	SH	Call	DFND	01, 02	3400	0	0
LIVEPERSON INC 	COM	538146101	519	18500	SH	Put	DFND	01, 02	18500	0	0
LIVERAMP HLDGS INC	COM	53815P108	2041	42100	SH	Put	DFND	01, 02	42100	0	0
LKQ CORP 	COM	501889208	76	2846	SH		DFND	01, 02	2846	0	0
LKQ CORP 	COM	501889208	535	20100	SH	Put	DFND	01, 02	20100	0	0
LOCKHEED MARTIN CORP	COM	539830109	2191	6028	SH		DFND	01, 02	6028	0	0
LOCKHEED MARTIN CORP	COM	539830109	14614	40200	SH	Call	DFND	01, 02	40200	0	0
LOCKHEED MARTIN CORP 	COM	539830109	4944	13600	SH	Put	DFND	01, 02	13600	0	0
LOGITECH INTL S A 	SHS	H50430232	29	723	SH		DFND	01, 02	723	0	0
LOGITECH INTL S A 	SHS	H50430232	402	10100	SH	Put	DFND	01, 02	10100	0	0
LOGMEIN INC 	COM	54142L109	1790	24294	SH		DFND	01, 02	24294	0	0
LOGMEIN INC 	COM	54142L109	29	400	SH	Call	DFND	01, 02	400	0	0
LOGMEIN INC 	COM	54142L109	4760	64600	SH	Put	DFND	01, 02	64600	0	0
LOMA NEGRA CORP 	SPONSORED ADS	54150E104	315	26908	SH		DFND	01, 02	26908	0	0
LOMA NEGRA CORP 	SPONSORED ADS	54150E104	96	8200	SH	Call	DFND	01, 02	8200	0	0
LOMA NEGRA CORP 	SPONSORED ADS	54150E104	404	34500	SH	Put	DFND	01, 02	34500	0	0
LORAL SPACE & COMMUNICATNS I 	COM	543881106	337	9765	SH		DFND	01, 02	9765	0	0
LOUISIANA PAC CORP	COM	546347105	2043	77927	SH		DFND	01, 02	77927	0	0
LOUISIANA PAC CORP 	COM	546347105	3123	119100	SH	Put	DFND	01, 02	119100	0	0
LOWES COS INC 	COM	548661107	10013	99225	SH		DFND	01, 02	99225	0	0
LOWES COS INC 	COM	548661107	2462	24400	SH	Call	DFND	01, 02	24400	0	0
LOWES COS INC 	COM	548661107	15853	157100	SH	Put	DFND	01, 02	157100	0	0
LPL FINL HLDGS INC	COM	50212V100	6411	78600	SH	Call	DFND	01, 02	78600	0	0
LTC PPTYS INC 	COM	502175102	73	1604	SH		DFND	01, 02	1604	0	0
LTC PPTYS INC 	COM	502175102	511	11200	SH	Call	DFND	01, 02	11200	0	0
LTC PPTYS INC 	COM	502175102	1087	23800	SH	Put	DFND	01, 02	23800	0	0
LULULEMON ATHLETICA INC	COM	550021109	9215	51137	SH		DFND	01, 02	51137	0	0
LULULEMON ATHLETICA INC	COM	550021109	7659	42500	SH	Call	DFND	01, 02	42500	0	0
LULULEMON ATHLETICA INC	COM	550021109	31681	175800	SH	Put	DFND	01, 02	175800	0	0
LUMENTUM HLDGS INC 	COM	55024U109	907	16974	SH		DFND	01, 02	16974	0	0
LUMENTUM HLDGS INC 	COM	55024U109	4289	80300	SH	Call	DFND	01, 02	80300	0	0
LUMENTUM HLDGS INC 	COM	55024U109	3813	71400	SH	Put	DFND	01, 02	71400	0	0
LYFT INC	CL A COM	55087P104	2346	35700	SH	Call	DFND	01, 02	35700	0	0
M & T BK CORP 	COM	55261F104	6650	39100	SH	Call	DFND	01, 02	39100	0	0
M & T BK CORP 	COM	55261F104	9099	53500	SH	Put	DFND	01, 02	53500	0	0
M D C HLDGS INC 	COM	552676108	1127	34390	SH		DFND	01, 02	34390	0	0
M D C HLDGS INC 	COM	552676108	361	11000	SH	Call	DFND	01, 02	11000	0	0
MACERICH CO 	COM	554382101	967	28864	SH		DFND	01, 02	28864	0	0
MACERICH CO 	COM	554382101	2090	62400	SH	Call	DFND	01, 02	62400	0	0
MACERICH CO 	COM	554382101	3516	105000	SH	Put	DFND	01, 02	105000	0	0
MACK CALI RLTY CORP 	COM	554489104	356	15300	SH	Call	DFND	01, 02	15300	0	0
MACK CALI RLTY CORP 	COM	554489104	33	1400	SH	Put	DFND	01, 02	1400	0	0
MACOM TECH SOLUTIONS HLDGS I 	COM	55405Y100	208	13770	SH		DFND	01, 02	13770	0	0
MACOM TECH SOLUTIONS HLDGS I 	COM	55405Y100	337	22300	SH	Call	DFND	01, 02	22300	0	0
MACOM TECH SOLUTIONS HLDGS I 	COM	55405Y100	859	56800	SH	Put	DFND	01, 02	56800	0	0
MACQUARIE INFRASTRUCTURE COR 	COM	55608B105	865	21331	SH		DFND	01, 02	21331	0	0
MACQUARIE INFRASTRUCTURE COR 	COM	55608B105	7674	189300	SH	Call	DFND	01, 02	189300	0	0
MACQUARIE INFRASTRUCTURE COR 	COM	55608B105	7472	184300	SH	Put	DFND	01, 02	184300	0	0
MACYS INC 	COM	55616P104	27752	1293200	SH	Call	DFND	01, 02	1293200	0	0
MACYS INC 	COM	55616P104	24537	1143400	SH	Put	DFND	01, 02	1143400	0	0
MADISON SQUARE GARDEN CO NEW	CL A 	55825T103	918	3279	SH		DFND	01, 02	3279	0	0
MAG SILVER CORP 	COM	55903Q104	57	5400	SH	Call	DFND	01, 02	5400	0	0
MAG SILVER CORP 	COM	55903Q104	717	68000	SH	Put	DFND	01, 02	68000	0	0
MAGELLAN HEALTH INC 	COM NEW	559079207	4454	60000	SH	Call	DFND	01, 02	60000	0	0
MAGNA INTL INC 	COM	559222401	209	4200	SH	Call	DFND	01, 02	4200	0	0
MAGNACHIP SEMICONDUCTOR CORP 	COM	55933J203	129	12438	SH		DFND	01, 02	12438	0	0
